voice title,voice description,reference_audio,,SVDQ-Images,mgm_preview_audio,tts_preview_audio,Tags,MGM WER,TTS WER
"Lovable, Frightened Great Dane (Animal)","Deep, goofy, and drawn-out animal audio. A voice that speaks with a dog-like inflection, replacing 'R's with 'W's, characterized by his catchphrase ""Scooby Dooby Doo!"" and frequent, trembling gulps of fear. Speaks at a moderate, clumsy pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/114_lovable-frightened-great-dane-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_41c50d8eaaa444ffa49d57df5e4b01cc.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_29f27715294a4e54876b913f823ff32e.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_114_lovable-frightened-great-dane-animal_1.mp3,Animal,,
"Frustrated, Screaming Cat (Animal)","Theatrical, dynamic, and pained animal audio. This character rarely speaks, but possesses an iconic, human-like, high-pitched scream of agony, along with frustrated mutters and evil chuckles. The voice is in the expressive, non-verbal sounds.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/116_frustrated-screaming-cat-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_90f3b5df9a0d4a62a01c33b9bc642496.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d7905b7cc97a4da48ecc90e92a9659b0.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_116_frustrated-screaming-cat-animal_1.mp3,Animal,,
"Clever, Giggling Mouse (Animal)","High-pitched, squeaky, and mischievous animal audio. This character is mostly silent, communicating through tiny, triumphant giggles, squeaks of fear, and an unshakable, silent confidence. The voice is in the subtle, high-pitched emotes.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/117_clever-giggling-mouse-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_334b33b4cdbe4915ad9afa83d6aef8d1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_7d9f8f2221fb46db8be9d31ccaa9a256.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_117_clever-giggling-mouse-animal_1.mp3,Animal,,
"Imaginative, Silent Beagle (Animal)","Expressive, silent animal audio. This character does not speak aloud; his voice is found in his imaginative thoughts (as text), his iconic happy dance, and a wide range of emotive sounds like sighs, chuckles, and frustrated howls.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/118_imaginative-silent-beagle-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6a944703e1454a2c957f04c0bfbca734.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_8221777ef5af401abfd687280e773f83.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_118_imaginative-silent-beagle-animal_1.mp3,Animal,,
"Lazy, Cynical Orange Cat (Animal)","Slow, deep, and profoundly bored animal audio. A monotone voice, delivering cynical observations, demands for lasagna, and a deep hatred of Mondays with a heavy, apathetic sigh and a distinct vocal fry. A very slow, sarcastic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/119_lazy-cynical-orange-cat-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_d81dc04db21e4fb2b06ddd55e4c08e9b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b332abfe307e43268f6c370e5cfa75f1.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_119_lazy-cynical-orange-cat-animal_1.mp3,Animal,,
"Suave, Silent Pink Panther (Animal)","Cool, silent, and graceful animal audio. This character is the epitome of silent cool, communicating entirely through suave body language, a knowing smirk, and the iconic theme music that follows him. The voice is an attitude of pure confidence.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/120_suave-silent-pink-panther-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_9b97e78da95f44dbb204519b8b87c5d5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e5d53b20defe4be78a4820f17e3c1d8e.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_120_suave-silent-pink-panther-animal_1.mp3,Animal,,
"Manic, Laughing Woodpecker (Animal)","High-pitched, fast, and chaotic animal audio. A voice defined by a signature, rapid-fire, and completely unhinged laugh (""Heh-heh-heh-HEH-heh!""), delivering lines with manic, aggressive energy. Speaks at a very fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/121_manic-laughing-woodpecker-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_07ec7e2133684dae92ac8057f5c62e5a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c688c239b50847b59aee19eeeaa30e8a.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_121_manic-laughing-woodpecker-animal_1.mp3,Animal,,
"Noble, Majestic King Lion (Animal)","Deep, resonant, and roaring lion audio. A powerful, regal voice with a commanding British accent, speaking of duty, honor, and the circle of life, his words punctuated by a ground-shaking, majestic roar. A moderate, powerful, and declarative pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_noble-majestic-king-lion-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_205739e4a7874fb4aad3f0b76a270886.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_aeace429d89843e8b6b99e4c716ea69b.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_01_noble-majestic-king-lion-animal_1.mp3,Animal,,
"Sneaky, Trash-Heisting Raccoon (Animal)","High-pitched, chittering, and fast-talking raccoon audio. A classic, small-time thief's voice, speaking in a rapid, hushed, and conspiratorial tone, rubbing his hands together as he explains his next brilliant, garbage-related scheme. An extremely fast, erratic, and scheming pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_sneaky-trash-heisting-raccoon-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_943f11aa40694e14bf2dade2364cf978.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_36c18966f86f489d9ed0b34b4728c557.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_02_sneaky-trash-heisting-raccoon-animal_1.mp3,Animal,,
Hypnotic and Deceitful Python (Animal),"Sibilant, smooth, and whispering python audio. A low, charming voice, drawing out every 's' sound into a long, hypnotic hiss, speaking of trust and relaxation with a sinister, manipulative intent. A very slow, rhythmic, and alluring pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_hypnotic-and-deceitful-python-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_8645621daf374c00adfccf83a0737fd5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_16d7a865aedd4ab2bf498944c20bc0ce.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_03_hypnotic-and-deceitful-python-animal_1.mp3,Animal,,
Relentless and Hungry Great White Shark (Animal),"Deep, gravelly, and hollow-sounding shark audio. A cold, dead voice that speaks with a terrifying, single-minded focus, delivering threats with a chilling lack of emotion, focused only on his next meal. A slow, deliberate, and menacing pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_relentless-and-hungry-great-white-shark-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_86f25fdb469d4cecb908a811624b9768.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fb1542d7f06e495381c57242952262bf.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_04_relentless-and-hungry-great-white-shark-animal_1.mp3,Animal,,
"Loud, Squawking, and Repetitive Parrot (Animal)","High-pitched, grating, and clear parrot audio. An energetic, abrasive voice that perfectly mimics and repeats phrases at the most annoying moments, punctuated by a loud, ear-splitting squawk and a demand for crackers. A fast, chaotic, and repetitive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_loud-squawking-and-repetitive-parrot-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_7bf2ee32a4b0498dac44e89810fb1580.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_bbfea4410b1a487f919306ebf50ba1bb.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_05_loud-squawking-and-repetitive-parrot-animal_1.mp3,Animal,,
Tyrannical and Booming T-Rex (Animal),"Ultra-low, roaring, and ground-shaking T-Rex audio. A voice of pure, arrogant power, delivering commands and boasts that shake the very earth, every word a terrifying, deafening roar. A slow, powerful, and tyrannical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_tyrannical-and-booming-t-rex-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_3b5260ff294c48be92882cf0da44c5f8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_55741ac856d14f9f94eb016018c66851.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_06_tyrannical-and-booming-t-rex-animal_1.mp3,Animal,,
Overprotective and Stressed Kangaroo Mother (Animal),"Fast, friendly, and slightly frantic kangaroo audio. A warm, motherly voice (Australian accent), constantly checking her pouch and speaking in a rapid-fire stream of ""Did you eat?"", ""Where's your brother?"", and ""Hop to it!"". A fast, worried, and chaotic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_overprotective-and-stressed-kangaroo-mother-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_fd304b4bbbc14ea080f72aa00813e07b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1134362be06d41938c8801012ba6c885.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_07_overprotective-and-stressed-kangaroo-mother-animal_1.mp3,Animal,,
Noble and Lone Alpha Wolf (Animal),"Deep, clear, and resonant wolf audio. A strong, stoic voice that speaks with quiet, confident authority, delivering wisdom about the pack and the hunt, punctuated by a long, mournful, and majestic howl. A moderate, deliberate, and soulful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_noble-and-lone-alpha-wolf-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_0ff885b0a4b746ecab855a5f2b715a4f.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1a0c66a12aca4c629a0e87e47665d3c6.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_08_noble-and-lone-alpha-wolf-animal_1.mp3,Animal,,
Ancient and Patient Crocodile (Animal),"Deep, rumbling, and gravelly crocodile audio. A slow, ancient voice that sounds like grinding stones, speaking with immense, lazy patience and a chilling, predatory hunger, often from just beneath the water's surface. An extremely slow, deliberate, and menacing pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_ancient-and-patient-crocodile-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_32e1f62153fe450697b2ca4910f06019.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2515e93dfb03477e8e6faca4205bba2e.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_09_ancient-and-patient-crocodile-animal_1.mp3,Animal,,
Industrious and Stressed-Out Honey Bee (Animal),"High-pitched, fast, and constantly buzzing honey bee audio. A tiny, frantic voice, speaking in a rapid-fire stream of commands about pollen collection and guarding the queen, his words a constant, worried, vibrating buzz. An extremely fast, manic, and stressed pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_industrious-and-stressed-out-honey-bee-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_3e78ab149cf549d4812571e3c3c1d331.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_67dbed8b086341e981a304278eef2876.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_10_industrious-and-stressed-out-honey-bee-animal_1.mp3,Animal,,
Intelligent and Reclusive Octopus (Animal),"Soft, gurgling, and multi-layered octopus audio. A quiet, thoughtful voice that sounds like it's bubbling from a deep cavern, speaking with cold, alien intelligence and delivering complex, multi-part plans. A slow, deliberate, and intellectual pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_intelligent-and-reclusive-octopus-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_387b8d72e9d148bf9db3259f733bde74.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c98558e013ce49a5a33a659e33cae758.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_11_intelligent-and-reclusive-octopus-animal_1.mp3,Animal,,
Noble and Proud Stallion (Animal),"Deep, resonant, and neighing stallion audio. A powerful, aristocratic voice (refined British accent), speaking with immense pride about his lineage and speed, his words punctuated by a strong, confident neigh. A moderate, declarative, and proud pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_noble-and-proud-stallion-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_e795fcbb69f74543b95de87b2af2857a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_8fc18b08bfbb4a45b1f7b71661d65190.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_12_noble-and-proud-stallion-animal_1.mp3,Animal,,
Grumpy and Cynical Donkey (Animal),"Nasally, whiny, and drawn-out donkey audio. A classic, complaining voice, delivering a constant stream of pessimistic observations in a slow, braying drawl, always expecting the worst. A very slow, cynical, and grumbling pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_grumpy-and-cynical-donkey-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_1697211a81eb4642bd8a334e61c96762.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_7bf96e50640748f29f2ae1e852803b54.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_13_grumpy-and-cynical-donkey-animal_1.mp3,Animal,,
Ominous and Patient Vulture (Animal),"High, raspy, and wheezing vulture audio. A hunched, sinister voice, speaking with a slow, chilling patience as he circles, offering insincere condolences and waiting for his ""meal."" A slow, deliberate, and morbid pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_ominous-and-patient-vulture-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_c4cf5c38a00f4797821da2b4398e87cd.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9fa82c81bdd340aebc851838611aaaa2.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_14_ominous-and-patient-vulture-animal_1.mp3,Animal,,
Grumpy and Charging Rhinoceros (Animal),"Deep, snorting, and powerful rhinoceros audio. A gruff, impatient voice, speaking in short, angry bursts and snorts, warning everyone to get out of his way before he charges. A moderate, aggressive, and forceful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_grumpy-and-charging-rhinoceros-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_be986167627044bfb1a5b2debaed3dc1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9b26cbff9dab476999bd7dcc8e21b7c1.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_15_grumpy-and-charging-rhinoceros-animal_1.mp3,Animal,,
Sleepy and Slow-Witted Koala (Animal),"Soft, slow, and gentle koala audio. A profoundly relaxed, slightly muffled voice (Australian accent), speaking with immense, unhurried calm, often pausing mid-sentence to yawn or think about eucalyptus. An extremely slow, dopey, and peaceful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/16_sleepy-and-slow-witted-koala-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_439bec09e5434737b2c20f89153cd735.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_200c00682cdd4f289dbad42a9f70b919.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_16_sleepy-and-slow-witted-koala-animal_1.mp3,Animal,,
Nervous and Indecisive Chameleon (Animal),"Soft, breathy, and high-pitched chameleon audio. A quiet, anxious voice that constantly changes its mind and stammers, his words full of hesitation and a desperate desire to blend in. A fast, hesitant, and panicky pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/17_nervous-and-indecisive-chameleon-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_aae1f9079e054dd0bf8421fea0de8aef.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a315839dd663404da7f8d7b690e77c91.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_17_nervous-and-indecisive-chameleon-animal_1.mp3,Animal,,
Aggressive and Boastful Bull (Animal),"Deep, booming, and snorting bull audio. A loud, arrogant voice, delivering constant, angry boasts about his own strength, punctuated by furious snorts and the sound of pawing the ground. A moderate, aggressive, and forceful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/18_aggressive-and-boastful-bull-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_4c6c8db4b56b4b998308d01a2d006798.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_385d05139b8e4125a7a92d74ed9c551c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_18_aggressive-and-boastful-bull-animal_1.mp3,Animal,,
Gentle and Naive Brontosaurus (Animal),"Ultra-deep, rumbling, and slow brontosaurus audio. A huge, peaceful voice, speaking with profound, simple kindness and a touch of childlike wonder, his words echoing from a great height. An extremely slow, gentle, and dopey pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/19_gentle-and-naive-brontosaurus-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_fa96e978e9034e899ffbf99005bfcaff.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_17affec639c848c9bf50945101ff7f26.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_19_gentle-and-naive-brontosaurus-animal_1.mp3,Animal,,
Nervous and Reclusive Bat (Animal),"High-pitched, squeaking, and shaky bat audio. A fast, jittery voice, speaking in a series of tiny, apologetic squeaks from the darkness, easily startled and complaining about the light. A very fast, anxious, and quiet pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/20_nervous-and-reclusive-bat-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_3b61f612a9d4449b8803494b1fed7fda.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cd19804c9e5643cda76a3a1e8f85baa5.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_20_nervous-and-reclusive-bat-animal_1.mp3,Animal,,
Industrious and Chipper Beaver (Animal),"High-pitched, fast, and slightly lisping beaver audio. A classic ""can-do"" attitude voice, speaking with a cheerful lisp (due to his teeth), constantly talking about his dam and giving orders in a friendly, rapid-fire pace. An extremely fast, energetic, and cheerful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/21_industrious-and-chipper-beaver-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_f9959d8d9bd74fbfa48d8585c5e56efe.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_946990388b704b10803feb82c0097c4b.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_21_industrious-and-chipper-beaver-animal_1.mp3,Animal,,
Maniacal and Selfish Seagull (Animal),"Loud, squawky, and grating seagull audio. A simple, piercing, and repetitive voice, shouting ""Mine! Mine! Mine!"" with a manic, aggressive, and profoundly selfish energy. A fast, chaotic, and aggressive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/22_maniacal-and-selfish-seagull-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_761d469c8d57411eb3d5815836065caa.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_aaa39b529d0243c6800af390683fe64f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_22_maniacal-and-selfish-seagull-animal_1.mp3,Animal,,
Wise and Cranky Mountain Goat (Animal),"Low, gravelly, and bleating mountain goat audio. An old, stubborn voice that speaks with a slow, grumbling wisdom, complaining about the young kids and the weather, his words punctuated by a gravelly bray. A very slow, deliberate, and cynical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/23_wise-and-cranky-mountain-goat-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_73d866c757d44688a27054bd409fe017.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_454f9e8c497c4bb1ab8eaba45dc361cf.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_23_wise-and-cranky-mountain-goat-animal_1.mp3,Animal,,
Slippery and Villainous Moray Eel (Animal),"Low, smooth, and gurgling moray eel audio. A classic, slimy villain's voice, speaking with a wet, sibilant lisp from his dark cave, delivering oily promises and sinister threats. A slow, deliberate, and menacing pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/25_slippery-and-villainous-moray-eel-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_e9672d5b64d348f7bacb05835c672f79.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5acd01d6f8ab491cb894009fc8ebb342.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_25_slippery-and-villainous-moray-eel-animal_1.mp3,Animal,,
Manic and Giggling Piranha (Animal),"High-pitched, chittering, and wet-sounding piranha audio. A voice of pure, chaotic hunger, speaking in a series of rapid, excited, and giggling bursts about his next meal, part of a frantic, chattering chorus. An extremely fast, manic, and aggressive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/26_manic-and-giggling-piranha-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_2105548ee5a7440a856adc0704e44984.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2e4330d8272445f2a6aedd22f7b926a6.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_26_manic-and-giggling-piranha-animal_1.mp3,Animal,,
Dainty and Refined Seahorse (Animal),"Soft, high-pitched, and gentle seahorse audio. A tiny, aristocratic voice, speaking with a very proper, delicate, and slightly snobbish tone, concerned only with elegance and posture. A slow, deliberate, and refined pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/27_dainty-and-refined-seahorse-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_f09c77a19e6d4575aebb37c1bb7d54df.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a5c4ec4f45e5430c829703ad8b27725d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_27_dainty-and-refined-seahorse-animal_1.mp3,Animal,,
Menacing and Patient Scorpion (Animal),"Dry, raspy, and clicking scorpion audio. A low, cold voice that speaks with a dry, sinister whisper, delivering threats with a chilling, patient, and venomous calm. A very slow, deliberate, and menacing pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/28_menacing-and-patient-scorpion-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_b4543690e77449ca9fd8b798a0304ea8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e8b381626bcf4a159204648f668a7fe0.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_28_menacing-and-patient-scorpion-animal_1.mp3,Animal,,
Lazy and Musical Grasshopper (Animal),"Melodic, rhythmic, and clear grasshopper audio. A relaxed, charming voice (southern drawl), speaking with a musical, rhythmic lilt, constantly strumming his legs and avoiding all forms of work. A slow, rhythmic, and lazy pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/29_lazy-and-musical-grasshopper-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_c7330b5c579a4c06a8b2b5393c3c8212.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d410c308c8e741ab8f349d73305a6878.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_29_lazy-and-musical-grasshopper-animal_1.mp3,Animal,,
Cheerful and Dainty Ladybug (Animal),"High-pitched, soft, and sweet ladybug audio. A tiny, innocent voice, speaking with a polite, sing-song quality, full of good wishes and a gentle, fluttering lilt. A moderate, cheerful, and light pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/30_cheerful-and-dainty-ladybug-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_e777e33b855a4c209eb97b092cd750f4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_73e2fa1b37ee4fca8170e6bb1c6e745e.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_30_cheerful-and-dainty-ladybug-animal_1.mp3,Animal,,
Ancient and Reborn Phoenix (Animal),"Melodic, echoing, and warm phoenix audio. A powerful, ancient voice that sounds like a chorus of chimes, speaking of cycles, endings, and new beginnings with profound, warm wisdom. A slow, deliberate, and ethereal pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/31_ancient-and-reborn-phoenix-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_df5cbcce1648467198e56966f4c2fc7c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_be4a661e90a440a284f4a228200f82c4.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_31_ancient-and-reborn-phoenix-animal_1.mp3,Animal,,
Pure and Ethereal Unicorn (Animal),"Soft, melodic, and clear unicorn audio. A gentle, regal voice that sounds like music, speaking of magic, purity, and dreams with an otherworldly, serene calm. A slow, graceful, and magical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/32_pure-and-ethereal-unicorn-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_d844cefc668f418b9c2c10fd022c9ea5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a2fc0d9f84f345e6b0080ec685ebf676.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_32_pure-and-ethereal-unicorn-animal_1.mp3,Animal,,
Grumpy and Defensive Porcupine (Animal),"Low, gruff, and bristling porcupine audio. A cynical, anti-social voice, speaking in short, sharp sentences, constantly warning everyone to ""back off"" and not touch him. A moderate, sharp, and defensive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/33_grumpy-and-defensive-porcupine-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_e654acfa5cfb4d29b9b8d32275f18019.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d431577c38f94d99a367944d201f7bc4.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_33_grumpy-and-defensive-porcupine-animal_1.mp3,Animal,,
Nervous and Conforming Sheep (Animal),"High-pitched, shaky, and bleating sheep audio. A worried, timid voice, agreeing with everything the group says and speaking in a series of anxious, bleating questions. A fast, hesitant, and panicky pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/34_nervous-and-conforming-sheep-animal.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/gr_645bd373afb848d3be28bf3747470961.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4cba85123e7845bca51ccbc93ff6be72.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_34_nervous-and-conforming-sheep-animal_1.mp3,Animal,,
